Item,Job_Title,Company_Name,Location,Url
69,Software Developer-Python/JavaScript,Acronis,Türkiye,https://tr.linkedin.com/jobs/view/software-developer-python-javascript-at-acronis-4270611317?position=10&pageNum=2&refId=JLiTRnXWyOP3yFxpqkuqJg%3D%3D&trackingId=D2u6clzuCLw0rui82gHdPQ%3D%3D
70,Software Engineer (Full-stack),kapa.ai,Türkiye,https://tr.linkedin.com/jobs/view/software-engineer-full-stack-at-kapa-ai-4231620551?position=1&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=cZqz2EQ0OqaLVzSVkJ%2Fd4w%3D%3D
71,Yazılım Geliştirme Uzmanı,Tat Gıda,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-geli%C5%9Ftirme-uzman%C4%B1-at-tat-g%C4%B1da-4285024266?position=2&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=p2EZRjBS8lwKxl94JfWftA%3D%3D
72,Backend Developer,TurkNet,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/backend-developer-at-turknet-4280930084?position=3&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=RlyYuC6G3AAZxkaL2AxIIA%3D%3D
73,Junior Frontend Developer (React / TypeScript) | Asparel Tasarım Yazılım,Teknopark İzmir,"İzmir, İzmir, Türkiye",https://tr.linkedin.com/jobs/view/junior-frontend-developer-react-typescript-asparel-tasar%C4%B1m-yaz%C4%B1l%C4%B1m-at-teknopark-i%CC%87zmir-4273760540?position=4&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=%2Fe8Nj7OLiCNFrcHdyguiyw%3D%3D
74,Yazılım Uzmanı,Dgpays,Greater Istanbul,https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-uzman%C4%B1-at-dgpays-4287117446?position=5&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=poXF9EaJTYgPXuqfhW15YA%3D%3D
75,"Software Engineer, Games",Peak,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-games-at-peak-4148972165?position=6&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=ck94mU3lSQYuiwVU7HbSdw%3D%3D
76,Software Developer (IoT) R&D,TDG Türkiye,"Sakarya, Sakarya, Türkiye",https://tr.linkedin.com/jobs/view/software-developer-iot-r-d-at-tdg-t%C3%BCrkiye-4199352318?position=7&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=OxefVfr9g8uDxiadE%2FD5jQ%3D%3D
77,Back End Geliştirici,CMIT Bilişim ve Arge A.Ş,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/back-end-geli%C5%9Ftirici-at-cmit-bili%C5%9Fim-ve-arge-a-%C5%9F-4290383731?position=8&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=denGMTmzAlsrDA2p4TWFJQ%3D%3D
78,Backend Engineer - Remote,Justlife,Türkiye,https://tr.linkedin.com/jobs/view/backend-engineer-remote-at-justlife-4289983560?position=9&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=Z0Z8YR2aLeakWCV4m9Dzhw%3D%3D
79,Frontend Developer,United Nations Volunteers,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/frontend-developer-at-united-nations-volunteers-4291097928?position=10&pageNum=5&refId=UG%2F6CtugWgyQ619C9nDXUg%3D%3D&trackingId=IiUqd2x26ZiNuVVvel3Dow%3D%3D
80,Yazılım Geliştiricisi (JAVA Spring),ODYA Teknoloji,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-geli%C5%9Ftiricisi-java-spring-at-odya-teknoloji-4276023890?position=1&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=tVT5ZdWRO9AY1Mzt%2FJRywg%3D%3D
81,Kalite ve Süreç Geliştirme Uzmanı,KoçZer,"Üsküdar, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/kalite-ve-s%C3%BCre%C3%A7-geli%C5%9Ftirme-uzman%C4%B1-at-ko%C3%A7zer-4203303784?position=2&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=bMcY1DZMQojX2Ylp1NV7hA%3D%3D
82,Frontend Developer,Blueclip,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/frontend-developer-at-blueclip-4208909887?position=3&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=Bpu8TjLeHoNZCVOry0Fo2A%3D%3D
83,Game Developer,Ace Games,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/game-developer-at-ace-games-4281646303?position=4&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=dgL9lcmBpFSbIEJ4cgWGSg%3D%3D
84,Backend Assistant Engineer (Part-Time),Rapsodo,"İzmir, İzmir, Türkiye",https://tr.linkedin.com/jobs/view/backend-assistant-engineer-part-time-at-rapsodo-4272841605?position=5&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=iRmuo7YtWFODI%2BTGYIewTg%3D%3D
85,Software Engineer - Backend,Gamegos,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-backend-at-gamegos-4268084901?position=6&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=MkL0PQl0mh1C2j79srUBFg%3D%3D
86,Web Developer,Canonical,"İstanbul, Türkiye",https://tr.linkedin.com/jobs/view/web-developer-at-canonical-4284581790?position=7&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=in7H%2BwsMc6FsUjnqHI2qCw%3D%3D
87,Python Developer,TELPA A.Ş.,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/python-developer-at-telpa-a-%C5%9F-4279452824?position=8&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=eydjKW%2FN0timVf%2F9DFPfrg%3D%3D
88,Full Stack Developer,Grape Law Firm PLLC,Greater Istanbul,https://tr.linkedin.com/jobs/view/full-stack-developer-at-grape-law-firm-pllc-4277751139?position=9&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=2A%2B%2FTJo9UhWILcnWB3HTQg%3D%3D
89,Software Developer,Agito Software & Consulting,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/software-developer-at-agito-software-consulting-4283291534?position=10&pageNum=7&refId=BETIgQHWP8SsE7k9Z3KxjA%3D%3D&trackingId=UtG0w37lRwR7wZH0czSrEw%3D%3D
90,Software Engineer (Platform),Speechify,Türkiye,https://tr.linkedin.com/jobs/view/software-engineer-platform-at-speechify-4291236667?position=1&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=Km%2BMSaco0Kzl9U20K6Q2IQ%3D%3D
91,Coders - AI Training [Remote],Braintrust,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/coders-ai-training-remote-at-braintrust-4201823803?position=2&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=cnFMZQE4jJBdLPxQsOdJDw%3D%3D
92,Web Developer,Canonical,"Ankara, Ankara, Türkiye",https://tr.linkedin.com/jobs/view/web-developer-at-canonical-4284585142?position=3&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=%2Fte8ucTwbBtmneRpc%2BW5ww%3D%3D
93,Software Engineer,Placemaking AI,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-at-placemaking-ai-4289281328?position=4&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=K3kNbN83iIL7tkvmVHJKOg%3D%3D
94,Yazılım Mühendisi,HAVELSAN,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-m%C3%BChendisi-at-havelsan-4266416989?position=5&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=vvfMSqGyVddu4uBPeOuy7g%3D%3D
95,Product Specialist (Entry-level),Gulliver's Games,Greater Istanbul,https://tr.linkedin.com/jobs/view/product-specialist-entry-level-at-gulliver-s-games-4258854366?position=6&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=Ml4mnMY9G%2FRsLVFAdWPuOA%3D%3D
96,Talent Community - Full-stack JavaScript Developer,Scopic,Greater Istanbul,https://tr.linkedin.com/jobs/view/talent-community-full-stack-javascript-developer-at-scopic-4269394998?position=7&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=F9M%2BpZBsF%2F93zDWi%2FGOv3g%3D%3D
97,Developer in Test,Trendyol Group,"İzmir, Türkiye",https://tr.linkedin.com/jobs/view/developer-in-test-at-trendyol-group-4284135404?position=8&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=znlgMS3m6dR%2BXkbINkzhMQ%3D%3D
98,Frontend Developer,Lokalde,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/frontend-developer-at-lokalde-4280225233?position=9&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=GeqNqXG4M0Yu%2BcookJohuQ%3D%3D
99,Üretim Yazılım Uzmanı (Full Stack),AXA Türkiye,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/%C3%BCretim-yaz%C4%B1l%C4%B1m-uzman%C4%B1-full-stack-at-axa-t%C3%BCrkiye-4285541089?position=10&pageNum=10&refId=dWZGLAKnCo0y30ZhefZS%2FA%3D%3D&trackingId=SXsGGKNfzY89Nxo8bBSYwA%3D%3D
100,Full Stack Developer,Hitit,"Sarıyer, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/full-stack-developer-at-hitit-4286795746?position=1&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=8MV4cDcPITiME4YKCMImzQ%3D%3D
101,Full-Stack Developer,Flalingo,Türkiye,https://tr.linkedin.com/jobs/view/full-stack-developer-at-flalingo-4288590353?position=2&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=nuxBSknYZJZ8yvQHlCWP%2BA%3D%3D
102,Full-Stack Developer,Darkex,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/full-stack-developer-at-darkex-4288574731?position=3&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=J8L57uRQtCyh763hLW3ocQ%3D%3D
103,Full Stack Engineer,Lonca,"Kâğıthane, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/full-stack-engineer-at-lonca-4285539533?position=4&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=Jk1woKGwCfKC4bIxAIZ4aQ%3D%3D
104,Software Engineer,BtcTurk | Teknoloji,Türkiye,https://tr.linkedin.com/jobs/view/software-engineer-at-btcturk-teknoloji-4222843117?position=5&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=Jwsc26Ke7nRbk9%2FkxzFQRw%3D%3D
105,Junior Software Engineer - Cross-platform C++ - Multipass,Canonical,"Ankara, Ankara, Türkiye",https://tr.linkedin.com/jobs/view/junior-software-engineer-cross-platform-c%2B%2B-multipass-at-canonical-4250074297?position=6&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=w2wvQs78gX5snsqT5TO3XQ%3D%3D
106,Front-end Developer (React),Onlayer,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/front-end-developer-react-at-onlayer-4288888258?position=7&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=A478iRetKwUcyl5ps7Xi8g%3D%3D
107,"Software Engineer, Core Platform",Pairwise,Türkiye,https://tr.linkedin.com/jobs/view/software-engineer-core-platform-at-pairwise-4267428627?position=8&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=ksRDMoqASe3mD2hs25Ddlw%3D%3D
108,Software Engineer,Spiky.AI,Türkiye,https://tr.linkedin.com/jobs/view/software-engineer-at-spiky-ai-4194974511?position=9&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=cWj7%2BI%2BTnmBm9VEUd75kYQ%3D%3D
109,"Yazılım Mühendisi (Kontrol, Algoritma Geliştirme Mühendisi)",HAVELSAN,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-m%C3%BChendisi-kontrol-algoritma-geli%C5%9Ftirme-m%C3%BChendisi-at-havelsan-4252654069?position=10&pageNum=12&refId=UuCUOEaRhgtYAPM8mz%2FRzw%3D%3D&trackingId=pyE4TbTfrYbE1OyY042TUQ%3D%3D
110,Yazılım ve Saha Mühendisi,Magicline Enerji,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-ve-saha-m%C3%BChendisi-at-magicline-enerji-4204645312?position=1&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=Dr41Ujsfy0b5S1T9ufoXtg%3D%3D
111,Yazılım Mühendisi,Republic of Turkey Ministry of Justice,"Ankara, Ankara, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-m%C3%BChendisi-at-republic-of-turkey-ministry-of-justice-4278207708?position=2&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=%2FjG0TKwcXr%2BidJrgncr2DA%3D%3D
112,Software Development Specialist,KoçZer,"Üsküdar, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/software-development-specialist-at-ko%C3%A7zer-4280830075?position=3&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=Y31V1GzKlwzZnb33Lfhg3A%3D%3D
113,"(Senior) Software Developer C#, JavaScript (Relocation to Athens, Greece)",PeopleCert,"Ankara, Ankara, Türkiye",https://tr.linkedin.com/jobs/view/senior-software-developer-c%23-javascript-relocation-to-athens-greece-at-peoplecert-4283488965?position=4&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=QvX4QdlEkyD1PUmIn%2BsRlA%3D%3D
114,C/C++ Developer,TELPA A.Ş.,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/c-c%2B%2B-developer-at-telpa-a-%C5%9F-4284073446?position=5&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=Hy7gHSC4jyvfPtUVi5dSQg%3D%3D
115,Senior Software Developer,TurkNet,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-software-developer-at-turknet-3920108050?position=6&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=sWBRXHjej4awxLxjWHIjzA%3D%3D
116,Kıdemli Yazılım Geliştirme Mühendisi,Tatilsepeti,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/k%C4%B1demli-yaz%C4%B1l%C4%B1m-geli%C5%9Ftirme-m%C3%BChendisi-at-tatilsepeti-4281037962?position=7&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=ncWLsBsgmSdtn1M0Tho2ig%3D%3D
117,Senior Software Engineer - PHP (Onboarding Team),Insider.,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-software-engineer-php-onboarding-team-at-insider-4278687488?position=8&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=VhDNNczcX3XYEK6mlS2HVA%3D%3D
118,Software .Net Developer,Worldline,Greater Istanbul,https://tr.linkedin.com/jobs/view/software-net-developer-at-worldline-4283535695?position=9&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=fW7jPzoJXuX4ZgpbMAKF2w%3D%3D
119,Backend Development Intern,viravira.co,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/backend-development-intern-at-viravira-co-4280887825?position=10&pageNum=15&refId=F%2BCaC6xVkaHORZmPZgqRFg%3D%3D&trackingId=3sHdmeuly9DmRxxPpZkTRA%3D%3D
120,Senior Software Developer - Ankara,sahibinden.com,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/senior-software-developer-ankara-at-sahibinden-com-4281004903?position=1&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=m2PqzegqdihXKiuULc47OA%3D%3D
121,Sertifikasyon Yazılım Mühendisi,Aselsan,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/sertifikasyon-yaz%C4%B1l%C4%B1m-m%C3%BChendisi-at-aselsan-4288861399?position=2&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=FVjPJopnFy3deMEWXJVQTw%3D%3D
122,Software Engineer - Backend (Go-lang),FairMoney,"Istanbul, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-backend-go-lang-at-fairmoney-4283545481?position=3&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=qxXZCizBhxN%2B7%2FmFyTnMzw%3D%3D
123,Software Engineer 'Credits Collection and Workout Application Development',Yapı Kredi Teknoloji,"Kocaeli, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-credits-collection-and-workout-application-development-at-yap%C4%B1-kredi-teknoloji-4281034686?position=4&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=1EmsYUiJMVhErqyOvBVWVA%3D%3D
124,Mid Back-End Developer (Remote),SHFT,Türkiye,https://tr.linkedin.com/jobs/view/mid-back-end-developer-remote-at-shft-4279895897?position=5&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=gpY4Ia%2FxocDOOStdztWdHQ%3D%3D
125,Yazılım Mühendisi (Bilgisayarla Görme),Ekol Logistics,"Sancaktepe, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-m%C3%BChendisi-bilgisayarla-g%C3%B6rme-at-ekol-logistics-4281274149?position=6&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=4kgNhhZaZV6puO4vLIOIbw%3D%3D
126,Java Developer,Randstad Türkiye,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/java-developer-at-randstad-t%C3%BCrkiye-4263088061?position=7&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=DGxGWmKxaBJpSy2H6v5mmA%3D%3D
127,Yazılım Uzmanı (Kartlı Sistemler Departmanı ),TEB,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/yaz%C4%B1l%C4%B1m-uzman%C4%B1-kartl%C4%B1-sistemler-departman%C4%B1-at-teb-4288563850?position=8&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=DQGx5VeQb%2F%2FyINyj%2FX9DtA%3D%3D
128,"Engineering Lead, Backend - Remote",Justlife,Türkiye,https://tr.linkedin.com/jobs/view/engineering-lead-backend-remote-at-justlife-4289984276?position=9&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=VFod7veeKw6VIl2vwS7JvA%3D%3D
129,"Product Specialist, Games (New Grad)",Peak,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/product-specialist-games-new-grad-at-peak-4247877943?position=10&pageNum=17&refId=YeNHVxQ2sKqnXvTm727ajQ%3D%3D&trackingId=pdE6XjQQ2%2BprzL%2FkRYY5fw%3D%3D
130,Senior .NET Developer,Sanction Scanner,"Üsküdar, Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-net-developer-at-sanction-scanner-4292860388?position=1&pageNum=20&refId=hzzZhAYqzDjgEaJXuQK9cA%3D%3D&trackingId=R9%2Bp3MUF4ld9khEPPVWecg%3D%3D
131,Senior Software Developer,sahibinden.com,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/senior-software-developer-at-sahibinden-com-4278208803?position=2&pageNum=20&refId=hzzZhAYqzDjgEaJXuQK9cA%3D%3D&trackingId=N%2FsOSVFDrzgJW9NOiucUvw%3D%3D
132,Software Engineer,Wide and Wise,"Istanbul, Türkiye",https://tr.linkedin.com/jobs/view/software-engineer-at-wide-and-wise-4291591781?position=3&pageNum=20&refId=hzzZhAYqzDjgEaJXuQK9cA%3D%3D&trackingId=ox%2FHkAVziWtGOOwE9EOQdQ%3D%3D
133,Aviyonik Yazılım Tasarım Mühendisi,Aselsan,"Ankara, Türkiye",https://tr.linkedin.com/jobs/view/aviyonik-yaz%C4%B1l%C4%B1m-tasar%C4%B1m-m%C3%BChendisi-at-aselsan-4277783694?position=4&pageNum=20&refId=hzzZhAYqzDjgEaJXuQK9cA%3D%3D&trackingId=QC8KlDUgSr%2B7HdpfTDdoiw%3D%3D
134,NodeJS Developer,OBSS,Türkiye,https://tr.linkedin.com/jobs/view/nodejs-developer-at-obss-4231849402?position=5&pageNum=20&refId=hzzZhAYqzDjgEaJXuQK9cA%3D%3D&trackingId=2UYqyf4jpZeHB2P2oiiuVQ%3D%3D
